puzzleDate,difficulty,solutionGrid,staticCells,words,definitions
8/18/2026,Medium,"[
 [""V"", ""E"", ""N"", ""O"", ""M""],
 [""O"", null, ""E"", null, ""U""],
 [""D"", ""E"", ""V"", ""I"", ""L""],
 [""K"", null, ""E"", null, ""C""],
 [""A"", ""A"", ""R"", ""G"", ""H""]
    ]","[
      [false, false, true, true, true],
      [false, null, true, null, true],
      [true, false, true, true, false],
      [false, null, false, null, false],
      [true, false, false, true, true]
    ]","[""VENOM"",""DEVIL"",""AARGH"",""VODKA"",""NEVER"",""MULCH""]","[{""word"":""VENOM"",""pos"":""noun"",""def"":""A poison carried by an animal, usually injected into an enemy or prey by biting or stinging.""},{""word"":""DEVIL"",""pos"":""noun"",""def"":""An evil creature.""},{""word"":""AARGH"",""pos"":""interjection"",""def"":""Expressing annoyance, dismay, embarrassment or frustration.""},{""word"":""VODKA"",""pos"":""noun"",""def"":""A clear distilled alcoholic liquor made from grain mash.""},{""word"":""NEVER"",""pos"":""adverb"",""def"":""At no time; on no occasion; in no circumstance.""},{""word"":""MULCH"",""pos"":""noun"",""def"":""Any material used to cover the top layer of soil to protect, insulate, or decorate it, or to discourage weeds or retain moisture.""}]"
8/18/2026,Hard,"[
 [""R"", ""E"", ""U"", ""S"", ""E""],
 [""E"", null, ""N"", null, ""A""],
 [""A"", ""C"", ""T"", ""O"", ""R""],
 [""L"", null, ""I"", null, ""T""],
 [""M"", ""U"", ""L"", ""C"", ""H""]
    ]","[
      [true, false, false, true, true],
      [false, null, false, null, true],
      [false, false, false, false, false],
      [false, null, false, null, true],
      [false, true, true, true, true]
    ]","[""REUSE"",""ACTOR"",""MULCH"",""REALM"",""UNTIL"",""EARTH""]","[{""word"":""REUSE"",""pos"":""noun"",""def"":""The act of salvaging or in some manner restoring a discarded item to yield something usable.""},{""word"":""ACTOR"",""pos"":""noun"",""def"":""A person who performs, plays a part in a theatrical play or film.""},{""word"":""MULCH"",""pos"":""noun"",""def"":""Any material used to cover the top layer of soil to protect, insulate, or decorate it, or to discourage weeds or retain moisture.""},{""word"":""REALM"",""pos"":""noun"",""def"":""An abstract sphere of influence, real or imagined.""},{""word"":""UNTIL"",""pos"":""preposition"",""def"":""Up to the time of (something happening).""},{""word"":""EARTH"",""pos"":""proper noun"",""def"":""The third planet of the Solar System; the world upon which humans live.""}]"
8/19/2026,Easy,"[
 [""D"", ""W"", ""E"", ""L"", ""T""],
 [""E"", null, ""X"", null, ""R""],
 [""B"", ""R"", ""I"", ""B"", ""E""],
 [""U"", null, ""S"", null, ""N""],
 [""G"", ""A"", ""T"", ""E"", ""D""]
    ]","[
      [true, false, false, true, true],
      [true, null, true, null, false],
      [false, false, true, true, true],
      [false, null, false, null, true],
      [true, false, false, true, true]
    ]","[""DWELT"",""BRIBE"",""GATED"",""DEBUG"",""EXIST"",""TREND""]","[{""word"":""DWELT"",""pos"":""verb"",""def"":""To live; to reside.""},{""word"":""BRIBE"",""pos"":""noun"",""def"":""Something (usually money) given in exchange for influence or as an inducement to dishonesty.""},{""word"":""GATED"",""pos"":""verb"",""def"":""To keep something inside by means of a closed gate.""},{""word"":""DEBUG"",""pos"":""noun"",""def"":""The action, or a session, of reviewing source code to find and eliminate errors.""},{""word"":""EXIST"",""pos"":""verb"",""def"":""(stative) to be; have existence; have being or reality""},{""word"":""TREND"",""pos"":""noun"",""def"":""An inclination in a particular direction.""}]"
8/19/2026,Medium,"[
 [""S"", ""O"", ""N"", ""I"", ""C""],
 [""H"", null, ""I"", null, ""R""],
 [""O"", ""X"", ""E"", ""Y"", ""E""],
 [""U"", null, ""C"", null, ""M""],
 [""T"", ""H"", ""E"", ""S"", ""E""]
    ]","[
      [true, false, true, true, true],
      [false, null, true, null, false],
      [false, false, true, true, false],
      [false, null, false, null, false],
      [true, false, true, true, true]
    ]","[""SONIC"",""OXEYE"",""THESE"",""SHOUT"",""NIECE"",""CREME""]","[{""word"":""SONIC"",""pos"":""adjective"",""def"":""Of or relating to sound.""},{""word"":""OXEYE"",""pos"":""noun"",""def"":""Several daisy-like flowers in various genera,""},{""word"":""THESE"",""pos"":""pronoun"",""def"":""The thing, item, etc. being indicated.""},{""word"":""SHOUT"",""pos"":""noun"",""def"":""A loud burst of voice or voices; a violent and sudden outcry, especially that of a multitude expressing joy, triumph, exultation, anger, or animated courage.""},{""word"":""NIECE"",""pos"":""noun"",""def"":""A daughter of one’s sibling, brother-in-law, or sister-in-law; either the daughter of one's brother (\""fraternal niece\""), or of one's sister (\""sororal niece\"").""},{""word"":""CREME"",""pos"":""noun"",""def"":""A very sugary, fluffy white cream derivative.""}]"
8/19/2026,Hard,"[
 [""L"", ""Y"", ""R"", ""I"", ""C""],
 [""E"", null, ""O"", null, ""R""],
 [""A"", ""G"", ""O"", ""N"", ""Y""],
 [""S"", null, ""M"", null, ""P""],
 [""T"", ""R"", ""Y"", ""S"", ""T""]
    ]","[
      [true, true, false, false, true],
      [true, null, false, null, false],
      [false, true, true, false, false],
      [true, null, true, null, false],
      [true, false, false, false, true]
    ]","[""LYRIC"",""AGONY"",""TRYST"",""LEAST"",""ROOMY"",""CRYPT""]","[{""word"":""LYRIC"",""pos"":""noun"",""def"":""A lyric poem.""},{""word"":""AGONY"",""pos"":""noun"",""def"":""Extreme pain.""},{""word"":""TRYST"",""pos"":""noun"",""def"":""A prearranged meeting or assignation, now especially between lovers to meet at a specific place and time.""},{""word"":""LEAST"",""pos"":""noun"",""def"":""Something of the smallest possible extent; an indivisible unit.""},{""word"":""ROOMY"",""pos"":""noun"",""def"":""A roommate.""},{""word"":""CRYPT"",""pos"":""noun"",""def"":""A cave or cavern.""}]"
8/20/2026,Easy,"[
 [""D"", ""O"", ""D"", ""G"", ""E""],
 [""E"", null, ""U"", null, ""N""],
 [""N"", ""A"", ""V"", ""E"", ""S""],
 [""I"", null, ""E"", null, ""U""],
 [""M"", ""O"", ""T"", ""T"", ""E""]
    ]","[
      [true, true, true, false, true],
      [false, null, false, null, true],
      [true, false, true, true, true],
      [true, null, false, null, false],
      [true, false, false, false, true]
    ]","[""DODGE"",""NAVES"",""MOTTE"",""DENIM"",""DUVET"",""ENSUE""]","[{""word"":""DODGE"",""pos"":""noun"",""def"":""An act of dodging.""},{""word"":""NAVES"",""pos"":""noun"",""def"":""The middle or body of a church, extending from the transepts to the principal entrances.""},{""word"":""MOTTE"",""pos"":""noun"",""def"":""A raised earth mound, often topped with a wooden or stone structure and surrounded with a ditch.""},{""word"":""DENIM"",""pos"":""noun"",""def"":""A textile often made of cotton with a distinct diagonal pattern.""},{""word"":""DUVET"",""pos"":""noun"",""def"":""A thick, padded quilt used instead of blankets.""},{""word"":""ENSUE"",""pos"":""verb"",""def"":""To follow (a leader, inclination etc.).""}]"
8/20/2026,Medium,"[
 [""W"", ""E"", ""A"", ""R"", ""Y""],
 [""H"", null, ""G"", null, ""E""],
 [""A"", ""U"", ""R"", ""A"", ""L""],
 [""R"", null, ""E"", null, ""L""],
 [""F"", ""I"", ""E"", ""F"", ""S""]
    ]","[
      [true, false, true, false, true],
      [false, null, true, null, true],
      [false, true, true, false, true],
      [false, null, false, null, false],
      [true, true, false, true, true]
    ]","[""WEARY"",""AURAL"",""FIEFS"",""WHARF"",""AGREE"",""YELLS""]","[{""word"":""WEARY"",""pos"":""verb"",""def"":""To make or to become weary.""},{""word"":""AURAL"",""pos"":""adjective"",""def"":""Of or pertaining to the ear.""},{""word"":""FIEFS"",""pos"":""noun"",""def"":""An estate held by a person on condition of providing military service to a superior.""},{""word"":""WHARF"",""pos"":""noun"",""def"":""A man-made landing place for ships on a shore or river bank.""},{""word"":""AGREE"",""pos"":""verb"",""def"":""To harmonize in opinion, statement, or action; to be in unison or concord; to be or become united or consistent; to concur.""},{""word"":""YELLS"",""pos"":""noun"",""def"":""A shout.""}]"
8/20/2026,Hard,"[
 [""A"", ""B"", ""O"", ""D"", ""E""],
 [""M"", null, ""M"", null, ""N""],
 [""B"", ""L"", ""E"", ""S"", ""S""],
 [""L"", null, ""G"", null, ""U""],
 [""E"", ""V"", ""A"", ""D"", ""E""]
    ]","[
      [false, false, true, true, false],
      [false, null, true, null, true],
      [false, true, true, false, false],
      [false, null, false, null, false],
      [true, true, true, true, false]
    ]","[""ABODE"",""BLESS"",""EVADE"",""AMBLE"",""OMEGA"",""ENSUE""]","[{""word"":""ABODE"",""pos"":""verb"",""def"":""To endure without yielding; to withstand; await defiantly; to encounter; to persevere.""},{""word"":""BLESS"",""pos"":""verb"",""def"":""To make something holy by religious rite, sanctify.""},{""word"":""EVADE"",""pos"":""verb"",""def"":""To get away from by cunning; to avoid by dexterity, subterfuge, address, or ingenuity; to elude; to cleverly escape from""},{""word"":""AMBLE"",""pos"":""noun"",""def"":""An unhurried leisurely walk or stroll.""},{""word"":""OMEGA"",""pos"":""noun"",""def"":""The twenty-fourth letter of the Classical and the Modern Greek alphabet, and the twenty-eighth letter of the Old and the Ancient Greek alphabet, i.e. the last letter of every Greek alphabet. Uppercase version: Ω; lowercase: ω.""},{""word"":""ENSUE"",""pos"":""verb"",""def"":""To follow (a leader, inclination etc.).""}]"
8/21/2026,Easy,"[
 [""R"", ""O"", ""A"", ""C"", ""H""],
 [""E"", null, ""N"", null, ""E""],
 [""L"", ""U"", ""G"", ""E"", ""D""],
 [""I"", null, ""E"", null, ""G""],
 [""C"", ""A"", ""L"", ""V"", ""E""]
    ]","[
      [true, true, true, true, true],
      [true, null, false, null, false],
      [true, false, true, true, false],
      [false, null, false, null, true],
      [true, true, false, false, true]
    ]","[""ROACH"",""LUGED"",""CALVE"",""RELIC"",""ANGEL"",""HEDGE""]","[{""word"":""ROACH"",""pos"":""noun"",""def"":""Certain members of the fish family Cyprinidae, including:""},{""word"":""LUGED"",""pos"":""verb"",""def"":""To travel by luge; to ride a luge.""},{""word"":""CALVE"",""pos"":""verb"",""def"":""To give birth to a calf""},{""word"":""RELIC"",""pos"":""noun"",""def"":""That which remains; that which is left after loss or decay; a remaining portion.""},{""word"":""ANGEL"",""pos"":""noun"",""def"":""An incorporeal and sometimes divine messenger from a deity, or other divine entity, often depicted in art as a youthful winged figure in flowing robes.""},{""word"":""HEDGE"",""pos"":""noun"",""def"":""A thicket of bushes or other shrubbery, especially one planted as a fence between two portions of land, or to separate the parts of a garden.""}]"
8/21/2026,Medium,"[
 [""S"", ""P"", ""E"", ""L"", ""T""],
 [""T"", null, ""S"", null, ""E""],
 [""E"", ""O"", ""S"", ""I"", ""N""],
 [""A"", null, ""A"", null, ""O""],
 [""L"", ""A"", ""Y"", ""E"", ""R""]
    ]","[
      [true, false, true, false, true],
      [false, null, false, null, true],
      [true, false, true, true, true],
      [false, null, false, null, false],
      [true, false, true, false, true]
    ]","[""SPELT"",""EOSIN"",""LAYER"",""STEAL"",""ESSAY"",""TENOR""]","[{""word"":""SPELT"",""pos"":""verb"",""def"":""To read (something) as though letter by letter; to peruse slowly or with effort.""},{""word"":""EOSIN"",""pos"":""noun"",""def"":""A red, acidic dye commonly used in histological stains.""},{""word"":""LAYER"",""pos"":""noun"",""def"":""A single thickness of some material covering a surface.""},{""word"":""STEAL"",""pos"":""noun"",""def"":""The act of stealing.""},{""word"":""ESSAY"",""pos"":""noun"",""def"":""(authorship) A written composition of moderate length, exploring a particular issue or subject.""},{""word"":""TENOR"",""pos"":""noun"",""def"":""A musical range or section higher than bass and lower than alto.""}]"
8/21/2026,Hard,"[
 [""S"", ""C"", ""A"", ""L"", ""P""],
 [""A"", null, ""P"", null, ""L""],
 [""T"", ""O"", ""R"", ""T"", ""A""],
 [""Y"", null, ""O"", null, ""I""],
 [""R"", ""E"", ""N"", ""I"", ""N""]
    ]","[
      [false, false, true, true, true],
      [true, null, false, null, false],
      [false, true, true, false, false],
      [true, null, true, null, true],
      [false, false, false, true, false]
    ]","[""SCALP"",""TORTA"",""RENIN"",""SATYR"",""APRON"",""PLAIN""]","[{""word"":""SCALP"",""pos"":""noun"",""def"":""The top of the head; the skull.""},{""word"":""TORTA"",""pos"":""noun"",""def"":""A sandwich, served either hot or cold, on an oblong white sandwich roll, derived from Mexican cuisine""},{""word"":""RENIN"",""pos"":""noun"",""def"":""A circulating enzyme released by mammalian kidneys that converts angiotensinogen to angiotensin-I. Because its activity ultimately leads to formation of angiotensin-II and aldosterone, this hormone plays a role in maintaining blood pressure.""},{""word"":""SATYR"",""pos"":""noun"",""def"":""A woodland creature with pointed ears, legs, and short horns of a goat and a fondness for unrestrained revelry.""},{""word"":""APRON"",""pos"":""noun"",""def"":""An article of clothing worn over the front of the torso and/or legs for protection from spills; also historically worn by Freemasons and as part of women's fashion.""},{""word"":""PLAIN"",""pos"":""adjective"",""def"":""Flat, level.""}]"
