puzzleDate,difficulty,solutionGrid,staticCells
6/16/2026,Medium,"[
 [""S"", ""C"", ""A"", ""L"", ""Y""],
 [""T"", null, ""M"", null, ""I""],
 [""A"", ""P"", ""P"", ""L"", ""E""],
 [""K"", null, ""L"", null, ""L""],
 [""E"", ""M"", ""E"", ""N"", ""D""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, false],
      [true, false, true, true, false],
      [true, null, true, null, false],
      [true, false, true, false, true]
    ]"
6/16/2026,Hard,"[
 [""T"", ""O"", ""T"", ""E"", ""M""],
 [""U"", null, ""O"", null, ""A""],
 [""B"", ""O"", ""X"", ""E"", ""N""],
 [""E"", null, ""I"", null, ""L""],
 [""R"", ""O"", ""C"", ""K"", ""Y""]
    ]","[
      [false, false, false, true, false],
      [false, null, false, null, true],
      [false, true, true, false, true],
      [false, null, true, null, false],
      [true, true, true, false, false]
    ]"
6/17/2026,Easy,"[
 [""L"", ""E"", ""A"", ""V"", ""E""],
 [""O"", null, ""Z"", null, ""N""],
 [""G"", ""A"", ""U"", ""N"", ""T""],
 [""I"", null, ""R"", null, ""R""],
 [""C"", ""H"", ""E"", ""V"", ""Y""]
    ]","[
      [true, true, true, true, true],
      [true, null, false, null, false],
      [false, false, true, false, true],
      [true, null, false, null, true],
      [true, true, false, false, true]
    ]"
6/17/2026,Medium,"[
 [""S"", ""C"", ""A"", ""R"", ""E""],
 [""T"", null, ""N"", null, ""N""],
 [""A"", ""N"", ""G"", ""S"", ""T""],
 [""F"", null, ""L"", null, ""R""],
 [""F"", ""I"", ""E"", ""R"", ""Y""]
    ]","[
      [true, true, true, false, true],
      [false, null, false, null, true],
      [false, false, true, true, false],
      [true, null, false, null, true],
      [true, true, false, false, true]
    ]"
6/17/2026,Hard,"[
 [""B"", ""R"", ""O"", ""O"", ""D""],
 [""I"", null, ""U"", null, ""O""],
 [""N"", ""O"", ""T"", ""E"", ""D""],
 [""G"", null, ""D"", null, ""G""],
 [""O"", ""Z"", ""O"", ""N"", ""E""]
    ]","[
      [false, true, true, false, false],
      [false, null, true, null, false],
      [false, false, false, false, true],
      [true, null, true, null, false],
      [true, false, true, false, true]
    ]"
6/18/2026,Easy,"[
 [""E"", ""Q"", ""U"", ""A"", ""L""],
 [""Q"", null, ""N"", null, ""A""],
 [""U"", ""T"", ""T"", ""E"", ""R""],
 [""I"", null, ""I"", null, ""V""],
 [""P"", ""L"", ""E"", ""N"", ""A""]
    ]","[
      [true, false, false, false, true],
      [true, null, true, null, true],
      [false, false, true, true, false],
      [true, null, false, null, false],
      [true, true, true, true, true]
    ]"
6/18/2026,Medium,"[
 [""A"", ""R"", ""R"", ""O"", ""W""],
 [""D"", null, ""E"", null, ""A""],
 [""O"", ""H"", ""M"", ""I"", ""C""],
 [""R"", null, ""I"", null, ""K""],
 [""N"", ""U"", ""T"", ""T"", ""Y""]
    ]","[
      [true, false, false, false, true],
      [false, null, false, null, true],
      [true, true, true, true, true],
      [false, null, false, null, true],
      [true, false, false, false, true]
    ]"
6/18/2026,Hard,"[
 [""D"", ""R"", ""A"", ""K"", ""E""],
 [""R"", null, ""D"", null, ""X""],
 [""O"", ""P"", ""E"", ""R"", ""A""],
 [""O"", null, ""P"", null, ""L""],
 [""P"", ""E"", ""T"", ""I"", ""T""]
    ]","[
      [false, false, false, false, true],
      [false, null, true, null, true],
      [false, false, true, true, false],
      [false, null, false, null, true],
      [true, false, true, true, false]
    ]"
6/19/2026,Easy,"[
 [""M"", ""A"", ""I"", ""Z"", ""E""],
 [""E"", null, ""S"", null, ""N""],
 [""D"", ""E"", ""L"", ""F"", ""T""],
 [""I"", null, ""E"", null, ""E""],
 [""A"", ""F"", ""T"", ""E"", ""R""]
    ]","[
      [true, false, false, false, true],
      [true, null, true, null, true],
      [false, false, true, false, true],
      [false, null, true, null, false],
      [true, false, false, true, true]
    ]"
6/19/2026,Medium,"[
 [""U"", ""N"", ""T"", ""I"", ""L""],
 [""R"", null, ""R"", null, ""E""],
 [""B"", ""L"", ""A"", ""M"", ""E""],
 [""A"", null, ""D"", null, ""R""],
 [""N"", ""E"", ""E"", ""D"", ""Y""]
    ]","[
      [true, false, false, true, true],
      [true, null, true, null, false],
      [false, false, false, false, true],
      [true, null, true, null, false],
      [false, false, false, false, true]
    ]"
6/19/2026,Hard,"[
 [""C"", ""A"", ""T"", ""C"", ""H""],
 [""I"", null, ""O"", null, ""A""],
 [""V"", ""E"", ""X"", ""E"", ""S""],
 [""I"", null, ""I"", null, ""T""],
 [""L"", ""U"", ""C"", ""R"", ""E""]
    ]","[
      [false, false, false, false, true],
      [false, null, false, null, true],
      [true, true, true, true, false],
      [true, null, false, null, false],
      [true, false, false, false, false]
    ]"
6/20/2026,Easy,"[
 [""R"", ""E"", ""N"", ""A"", ""L""],
 [""O"", null, ""U"", null, ""U""],
 [""B"", ""I"", ""D"", ""E"", ""S""],
 [""I"", null, ""G"", null, ""T""],
 [""N"", ""E"", ""E"", ""D"", ""Y""]
    ]","[
      [true, true, false, false, true],
      [true, null, true, null, true],
      [false, true, true, true, false],
      [false, null, false, null, false],
      [true, true, false, true, true]
    ]"
6/20/2026,Medium,"[
 [""E"", ""Q"", ""U"", ""I"", ""P""],
 [""V"", null, ""N"", null, ""A""],
 [""I"", ""C"", ""I"", ""E"", ""R""],
 [""C"", null, ""O"", null, ""E""],
 [""T"", ""E"", ""N"", ""O"", ""R""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, true],
      [false, false, true, false, false],
      [false, null, false, null, true],
      [true, false, false, true, true]
    ]"
6/20/2026,Hard,"[
 [""G"", ""R"", ""E"", ""E"", ""N""],
 [""A"", null, ""K"", null, ""I""],
 [""U"", ""S"", ""I"", ""N"", ""G""],
 [""N"", null, ""N"", null, ""H""],
 [""T"", ""I"", ""G"", ""H"", ""T""]
    ]","[
      [true, false, false, true, false],
      [true, null, false, null, false],
      [false, false, true, false, false],
      [true, null, false, null, false],
      [false, true, true, false, true]
    ]"
6/21/2026,Easy,"[
 [""F"", ""L"", ""A"", ""C"", ""K""],
 [""E"", null, ""D"", null, ""A""],
 [""T"", ""U"", ""M"", ""O"", ""R""],
 [""U"", null, ""I"", null, ""M""],
 [""S"", ""U"", ""T"", ""R"", ""A""]
    ]","[
      [true, true, false, false, true],
      [true, null, true, null, true],
      [false, true, true, false, false],
      [true, null, true, null, false],
      [true, false, false, true, true]
    ]"
6/21/2026,Medium,"[
 [""N"", ""I"", ""G"", ""H"", ""T""],
 [""E"", null, ""U"", null, ""O""],
 [""V"", ""I"", ""S"", ""E"", ""D""],
 [""E"", null, ""T"", null, ""D""],
 [""R"", ""O"", ""O"", ""M"", ""Y""]
    ]","[
      [true, false, true, true, true],
      [true, null, false, null, false],
      [true, false, true, true, false],
      [false, null, false, null, false],
      [true, true, false, false, true]
    ]"
6/21/2026,Hard,"[
 [""C"", ""A"", ""T"", ""T"", ""Y""],
 [""O"", null, ""Y"", null, ""E""],
 [""C"", ""H"", ""I"", ""N"", ""A""],
 [""O"", null, ""N"", null, ""R""],
 [""A"", ""R"", ""G"", ""O"", ""N""]
    ]","[
      [true, false, true, false, true],
      [false, null, true, null, false],
      [true, false, false, false, false],
      [false, null, false, null, true],
      [true, false, false, false, true]
    ]"
6/22/2026,Easy,"[
 [""R"", ""A"", ""T"", ""T"", ""Y""],
 [""E"", null, ""E"", null, ""E""],
 [""C"", ""O"", ""M"", ""M"", ""A""],
 [""U"", null, ""P"", null, ""S""],
 [""T"", ""R"", ""O"", ""U"", ""T""]
    ]","[
      [true, true, true, false, true],
      [true, null, false, null, false],
      [false, true, true, true, false],
      [false, null, false, null, false],
      [true, false, true, true, true]
    ]"
6/22/2026,Medium,"[
 [""R"", ""I"", ""G"", ""H"", ""T""],
 [""E"", null, ""R"", null, ""I""],
 [""C"", ""R"", ""A"", ""F"", ""T""],
 [""A"", null, ""I"", null, ""H""],
 [""P"", ""E"", ""N"", ""C"", ""E""]
    ]","[
      [false, true, true, true, false],
      [true, null, true, null, false],
      [false, false, true, false, false],
      [false, null, false, null, false],
      [true, true, true, false, false]
    ]"
6/22/2026,Hard,"[
 [""C"", ""A"", ""U"", ""L"", ""K""],
 [""O"", null, ""P"", null, ""I""],
 [""U"", ""N"", ""P"", ""I"", ""N""],
 [""P"", null, ""E"", null, ""K""],
 [""E"", ""A"", ""R"", ""L"", ""Y""]
    ]","[
      [false, true, false, false, true],
      [true, null, false, null, false],
      [false, true, true, true, true],
      [false, null, false, null, false],
      [false, false, true, false, true]
    ]"
6/23/2026,Easy,"[
 [""T"", ""O"", ""P"", ""A"", ""Z""],
 [""R"", null, ""E"", null, ""E""],
 [""U"", ""L"", ""N"", ""A"", ""S""],
 [""N"", null, ""A"", null, ""T""],
 [""K"", ""E"", ""L"", ""P"", ""Y""]
    ]","[
      [true, false, false, true, true],
      [false, null, false, null, true],
      [false, false, true, false, true],
      [true, null, false, null, true],
      [true, true, false, false, true]
    ]"
6/23/2026,Medium,"[
 [""W"", ""E"", ""A"", ""R"", ""Y""],
 [""H"", null, ""N"", null, ""E""],
 [""I"", ""N"", ""T"", ""R"", ""A""],
 [""T"", null, ""I"", null, ""R""],
 [""E"", ""X"", ""C"", ""O"", ""N""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, true],
      [true, false, true, false, false],
      [false, null, false, null, false],
      [true, false, false, true, true]
    ]"
6/23/2026,Hard,"[
 [""N"", ""O"", ""B"", ""L"", ""E""],
 [""I"", null, ""U"", null, ""L""],
 [""E"", ""A"", ""G"", ""L"", ""E""],
 [""C"", null, ""G"", null, ""C""],
 [""E"", ""G"", ""Y"", ""P"", ""T""]
    ]","[
      [true, false, true, false, true],
      [false, null, true, null, false],
      [true, false, true, false, false],
      [true, null, true, null, false],
      [false, false, false, true, true]
    ]"
6/24/2026,Easy,"[
 [""O"", ""V"", ""A"", ""R"", ""Y""],
 [""F"", null, ""U"", null, ""I""],
 [""F"", ""E"", ""N"", ""C"", ""E""],
 [""E"", null, ""T"", null, ""L""],
 [""R"", ""A"", ""Y"", ""E"", ""D""]
    ]","[
      [true, false, false, false, true],
      [true, null, true, null, true],
      [false, false, true, false, false],
      [true, null, false, null, true],
      [true, true, false, false, true]
    ]"
6/24/2026,Medium,"[
 [""S"", ""L"", ""A"", ""T"", ""E""],
 [""P"", null, ""G"", null, ""A""],
 [""O"", ""W"", ""I"", ""N"", ""G""],
 [""O"", null, ""N"", null, ""L""],
 [""F"", ""U"", ""G"", ""U"", ""E""]
    ]","[
      [true, true, false, false, true],
      [true, null, true, null, false],
      [true, false, true, false, false],
      [false, null, false, null, false],
      [true, true, true, true, true]
    ]"
6/24/2026,Hard,"[
 [""N"", ""E"", ""W"", ""L"", ""Y""],
 [""O"", null, ""H"", null, ""I""],
 [""O"", ""X"", ""I"", ""D"", ""E""],
 [""S"", null, ""N"", null, ""L""],
 [""E"", ""M"", ""E"", ""N"", ""D""]
    ]","[
      [true, false, true, false, true],
      [true, null, false, null, false],
      [true, false, false, false, false],
      [true, null, false, null, true],
      [true, false, false, true, true]
    ]"
6/25/2026,Easy,"[
 [""S"", ""W"", ""E"", ""A"", ""R""],
 [""H"", null, ""A"", null, ""E""],
 [""A"", ""E"", ""G"", ""I"", ""S""],
 [""R"", null, ""L"", null, ""E""],
 [""E"", ""J"", ""E"", ""C"", ""T""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, true],
      [false, false, true, false, true],
      [true, null, true, null, false],
      [true, false, true, false, true]
    ]"
6/25/2026,Medium,"[
 [""B"", ""I"", ""D"", ""D"", ""Y""],
 [""L"", null, ""I"", null, ""A""],
 [""A"", ""T"", ""T"", ""I"", ""C""],
 [""N"", null, ""T"", null, ""H""],
 [""K"", ""N"", ""O"", ""U"", ""T""]
    ]","[
      [true, false, false, false, true],
      [false, null, false, null, false],
      [false, true, true, true, true],
      [true, null, false, null, false],
      [true, false, false, false, true]
    ]"
6/25/2026,Hard,"[
 [""E"", ""E"", ""R"", ""I"", ""E""],
 [""T"", null, ""A"", null, ""J""],
 [""H"", ""E"", ""D"", ""G"", ""E""],
 [""O"", null, ""A"", null, ""C""],
 [""S"", ""T"", ""R"", ""U"", ""T""]
    ]","[
      [true, true, false, false, true],
      [true, null, false, null, false],
      [true, false, true, true, true],
      [false, null, false, null, false],
      [false, false, false, true, false]
    ]"
6/26/2026,Easy,"[
 [""M"", ""A"", ""N"", ""G"", ""E""],
 [""U"", null, ""A"", null, ""N""],
 [""C"", ""O"", ""V"", ""E"", ""S""],
 [""U"", null, ""A"", null, ""U""],
 [""S"", ""A"", ""L"", ""V"", ""E""]
    ]","[
      [true, false, true, false, true],
      [false, null, true, null, false],
      [true, true, true, false, true],
      [true, null, true, null, true],
      [true, false, false, false, true]
    ]"
6/26/2026,Medium,"[
 [""L"", ""O"", ""G"", ""I"", ""C""],
 [""A"", null, ""R"", null, ""A""],
 [""T"", ""A"", ""U"", ""N"", ""T""],
 [""C"", null, ""F"", null, ""T""],
 [""H"", ""E"", ""F"", ""T"", ""Y""]
    ]","[
      [true, false, true, false, false],
      [true, null, false, null, true],
      [true, false, false, true, false],
      [false, null, false, null, true],
      [true, true, true, false, true]
    ]"
6/26/2026,Hard,"[
 [""F"", ""I"", ""E"", ""N"", ""D""],
 [""O"", null, ""X"", null, ""E""],
 [""C"", ""H"", ""U"", ""F"", ""F""],
 [""U"", null, ""L"", null, ""E""],
 [""S"", ""A"", ""T"", ""Y"", ""R""]
    ]","[
      [false, true, false, false, false],
      [false, null, true, null, true],
      [false, false, true, true, false],
      [false, null, false, null, true],
      [false, false, true, true, false]
    ]"
6/27/2026,Easy,"[
 [""P"", ""E"", ""R"", ""I"", ""L""],
 [""R"", null, ""A"", null, ""A""],
 [""U"", ""N"", ""I"", ""O"", ""N""],
 [""N"", null, ""S"", null, ""K""],
 [""E"", ""V"", ""E"", ""R"", ""Y""]
    ]","[
      [true, false, false, false, true],
      [true, null, false, null, false],
      [true, true, true, true, true],
      [false, null, false, null, true],
      [true, false, true, true, true]
    ]"
6/27/2026,Medium,"[
 [""M"", ""O"", ""D"", ""E"", ""L""],
 [""O"", null, ""R"", null, ""E""],
 [""S"", ""C"", ""O"", ""F"", ""F""],
 [""S"", null, ""O"", null, ""T""],
 [""Y"", ""O"", ""L"", ""K"", ""Y""]
    ]","[
      [true, true, true, false, true],
      [false, null, true, null, false],
      [false, false, true, false, false],
      [true, null, false, null, false],
      [true, true, true, false, true]
    ]"
6/27/2026,Hard,"[
 [""C"", ""E"", ""L"", ""L"", ""O""],
 [""A"", null, ""A"", null, ""P""],
 [""S"", ""P"", ""R"", ""E"", ""E""],
 [""T"", null, ""G"", null, ""R""],
 [""E"", ""N"", ""E"", ""M"", ""A""]
    ]","[
      [true, false, true, false, true],
      [false, null, false, null, false],
      [false, true, true, false, false],
      [false, null, true, null, true],
      [false, false, true, true, true]
    ]"
6/28/2026,Easy,"[
 [""F"", ""R"", ""O"", ""C"", ""K""],
 [""I"", null, ""Z"", null, ""N""],
 [""L"", ""O"", ""O"", ""S"", ""E""],
 [""L"", null, ""N"", null, ""E""],
 [""Y"", ""I"", ""E"", ""L"", ""D""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, true],
      [false, true, true, true, true],
      [false, null, true, null, false],
      [true, false, false, true, true]
    ]"
6/28/2026,Medium,"[
 [""F"", ""E"", ""L"", ""L"", ""A""],
 [""A"", null, ""E"", null, ""L""],
 [""C"", ""O"", ""A"", ""T"", ""I""],
 [""E"", null, ""C"", null, ""V""],
 [""T"", ""A"", ""H"", ""O"", ""E""]
    ]","[
      [true, false, false, false, true],
      [true, null, false, null, false],
      [true, true, true, false, false],
      [false, null, false, null, false],
      [true, false, true, false, true]
    ]"
6/28/2026,Hard,"[
 [""H"", ""E"", ""A"", ""T"", ""H""],
 [""A"", null, ""L"", null, ""O""],
 [""R"", ""O"", ""O"", ""S"", ""T""],
 [""E"", null, ""N"", null, ""E""],
 [""M"", ""O"", ""G"", ""U"", ""L""]
    ]","[
      [false, false, false, false, true],
      [false, null, false, null, false],
      [true, true, true, false, false],
      [false, null, false, null, true],
      [true, true, true, false, true]
    ]"
6/29/2026,Easy,"[
 [""B"", ""L"", ""E"", ""E"", ""D""],
 [""E"", null, ""V"", null, ""A""],
 [""G"", ""R"", ""I"", ""L"", ""L""],
 [""E"", null, ""C"", null, ""L""],
 [""T"", ""A"", ""T"", ""T"", ""Y""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, false],
      [true, false, true, true, false],
      [true, null, false, null, false],
      [true, true, false, true, true]
    ]"
6/29/2026,Medium,"[
 [""U"", ""N"", ""I"", ""T"", ""Y""],
 [""N"", null, ""N"", null, ""I""],
 [""F"", ""A"", ""L"", ""S"", ""E""],
 [""E"", null, ""A"", null, ""L""],
 [""D"", ""R"", ""Y"", ""A"", ""D""]
    ]","[
      [true, false, true, false, true],
      [false, null, true, null, false],
      [true, false, true, false, true],
      [true, null, false, null, true],
      [true, false, true, false, true]
    ]"
6/29/2026,Hard,"[
 [""C"", ""H"", ""A"", ""F"", ""E""],
 [""H"", null, ""L"", null, ""N""],
 [""I"", ""O"", ""T"", ""A"", ""S""],
 [""M"", null, ""E"", null, ""U""],
 [""E"", ""E"", ""R"", ""I"", ""E""]
    ]","[
      [true, false, false, false, true],
      [true, null, false, null, false],
      [true, true, true, false, true],
      [false, null, false, null, false],
      [true, false, true, false, false]
    ]"
6/30/2026,Easy,"[
 [""A"", ""L"", ""O"", ""F"", ""T""],
 [""B"", null, ""C"", null, ""H""],
 [""O"", ""U"", ""T"", ""E"", ""R""],
 [""U"", null, ""E"", null, ""U""],
 [""T"", ""O"", ""T"", ""E"", ""M""]
    ]","[
      [true, false, true, false, true],
      [true, null, false, null, false],
      [false, false, true, true, true],
      [true, null, true, null, true],
      [true, true, false, false, true]
    ]"
6/30/2026,Medium,"[
 [""W"", ""O"", ""M"", ""A"", ""N""],
 [""H"", null, ""A"", null, ""O""],
 [""E"", ""X"", ""P"", ""O"", ""S""],
 [""R"", null, ""L"", null, ""E""],
 [""E"", ""L"", ""E"", ""G"", ""Y""]
    ]","[
      [true, false, true, true, true],
      [false, null, false, null, true],
      [false, true, false, true, false],
      [true, null, false, null, true],
      [false, false, false, true, false]
    ]"
6/30/2026,Hard,"[
 [""W"", ""H"", ""A"", ""R"", ""F""],
 [""I"", null, ""L"", null, ""O""],
 [""G"", ""A"", ""T"", ""O"", ""R""],
 [""H"", null, ""E"", null, ""G""],
 [""T"", ""O"", ""R"", ""S"", ""O""]
    ]","[
      [true, true, false, false, false],
      [false, null, false, null, true],
      [false, true, false, false, true],
      [false, null, false, null, true],
      [true, true, false, false, false]
    ]"
7/1/2026,Easy,"[
 [""E"", ""L"", ""I"", ""T"", ""E""],
 [""V"", null, ""R"", null, ""L""],
 [""O"", ""V"", ""A"", ""T"", ""E""],
 [""K"", null, ""T"", null, ""C""],
 [""E"", ""V"", ""E"", ""N"", ""T""]
    ]","[
      [true, true, true, true, true],
      [false, null, false, null, true],
      [false, false, true, false, false],
      [false, null, false, null, true],
      [true, false, false, true, true]
    ]"
7/1/2026,Medium,"[
 [""B"", ""L"", ""I"", ""T"", ""Z""],
 [""R"", null, ""R"", null, ""E""],
 [""I"", ""C"", ""O"", ""N"", ""S""],
 [""N"", null, ""N"", null, ""T""],
 [""G"", ""A"", ""Y"", ""L"", ""Y""]
    ]","[
      [false, false, true, false, true],
      [true, null, false, null, false],
      [false, false, true, false, true],
      [true, null, false, null, true],
      [true, true, false, false, true]
    ]"
7/1/2026,Hard,"[
 [""M"", ""O"", ""L"", ""A"", ""R""],
 [""E"", null, ""U"", null, ""O""],
 [""D"", ""I"", ""C"", ""T"", ""U""],
 [""I"", null, ""I"", null, ""N""],
 [""A"", ""N"", ""D"", ""E"", ""D""]
    ]","[
      [true, true, false, false, false],
      [false, null, false, null, false],
      [true, true, false, false, true],
      [true, null, false, null, false],
      [false, true, false, true, true]
    ]"
7/2/2026,Easy,"[
 [""P"", ""O"", ""U"", ""N"", ""D""],
 [""I"", null, ""R"", null, ""R""],
 [""L"", ""A"", ""B"", ""I"", ""A""],
 [""O"", null, ""A"", null, ""I""],
 [""T"", ""E"", ""N"", ""O"", ""N""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, true],
      [false, true, true, true, false],
      [false, null, true, null, true],
      [true, true, false, false, true]
    ]"
7/2/2026,Medium,"[
 [""S"", ""H"", ""I"", ""R"", ""K""],
 [""C"", null, ""M"", null, ""N""],
 [""A"", ""M"", ""P"", ""L"", ""E""],
 [""M"", null, ""L"", null, ""A""],
 [""P"", ""A"", ""Y"", ""E"", ""D""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, false],
      [true, false, false, true, true],
      [true, null, false, null, false],
      [true, false, true, true, false]
    ]"
7/2/2026,Hard,"[
 [""C"", ""L"", ""O"", ""N"", ""E""],
 [""R"", null, ""P"", null, ""K""],
 [""U"", ""T"", ""E"", ""R"", ""I""],
 [""S"", null, ""R"", null, ""N""],
 [""T"", ""W"", ""A"", ""N"", ""G""]
    ]","[
      [true, false, true, false, false],
      [true, null, false, null, true],
      [false, false, true, true, true],
      [false, null, false, null, false],
      [false, true, false, false, false]
    ]"
7/3/2026,Easy,"[
 [""Z"", ""E"", ""S"", ""T"", ""Y""],
 [""O"", null, ""P"", null, ""I""],
 [""N"", ""I"", ""E"", ""C"", ""E""],
 [""A"", null, ""N"", null, ""L""],
 [""L"", ""A"", ""D"", ""E"", ""D""]
    ]","[
      [true, false, true, false, true],
      [false, null, false, null, false],
      [false, true, true, false, false],
      [false, null, true, null, true],
      [true, true, true, false, true]
    ]"
7/3/2026,Medium,"[
 [""H"", ""E"", ""A"", ""D"", ""Y""],
 [""A"", null, ""D"", null, ""E""],
 [""S"", ""T"", ""E"", ""L"", ""A""],
 [""T"", null, ""P"", null, ""R""],
 [""E"", ""A"", ""T"", ""E"", ""N""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, false],
      [false, true, true, true, false],
      [false, null, true, null, true],
      [true, false, true, false, true]
    ]"
7/3/2026,Hard,"[
 [""C"", ""L"", ""O"", ""S"", ""E""],
 [""A"", null, ""C"", null, ""L""],
 [""C"", ""I"", ""T"", ""E"", ""D""],
 [""A"", null, ""E"", null, ""E""],
 [""O"", ""U"", ""T"", ""E"", ""R""]
    ]","[
      [true, false, false, false, false],
      [false, null, false, null, false],
      [true, true, true, false, true],
      [true, null, false, null, false],
      [true, true, false, false, true]
    ]"
7/4/2026,Easy,"[
 [""T"", ""E"", ""N"", ""T"", ""H""],
 [""R"", null, ""O"", null, ""O""],
 [""I"", ""C"", ""I"", ""E"", ""R""],
 [""A"", null, ""S"", null, ""N""],
 [""D"", ""R"", ""Y"", ""L"", ""Y""]
    ]","[
      [true, false, false, true, true],
      [false, null, false, null, true],
      [true, true, true, false, false],
      [false, null, true, null, true],
      [true, false, true, true, true]
    ]"
7/4/2026,Medium,"[
 [""B"", ""A"", ""T"", ""O"", ""N""],
 [""A"", null, ""W"", null, ""O""],
 [""S"", ""L"", ""I"", ""T"", ""S""],
 [""I"", null, ""C"", null, ""E""],
 [""S"", ""E"", ""E"", ""D"", ""Y""]
    ]","[
      [true, true, true, false, true],
      [true, null, false, null, true],
      [true, false, true, true, false],
      [true, null, false, null, false],
      [true, false, false, false, true]
    ]"
