puzzleDate,difficulty,solutionGrid,staticCells
6/16/2026,Easy,"[
 [""S"", ""C"", ""O"", ""U"", ""R""],
 [""W"", null, ""P"", null, ""O""],
 [""A"", ""X"", ""I"", ""A"", ""L""],
 [""Y"", null, ""U"", null, ""L""],
 [""S"", ""U"", ""M"", ""P"", ""S""]
    ]","[
      [true, false, false, false, true],
      [true, null, false, null, false],
      [true, false, true, true, true],
      [true, null, false, null, true],
      [true, false, false, false, true]
    ]"
6/16/2026,Medium,"[
 [""D"", ""U"", ""C"", ""A"", ""L""],
 [""R"", null, ""L"", null, ""O""],
 [""A"", ""S"", ""A"", ""N"", ""A""],
 [""W"", null, ""C"", null, ""M""],
 [""N"", ""U"", ""K"", ""E"", ""S""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, false],
      [true, false, true, false, false],
      [true, null, false, null, false],
      [true, false, true, false, true]
    ]"
6/16/2026,Hard,"[
 [""D"", ""I"", ""S"", ""C"", ""S""],
 [""R"", null, ""U"", null, ""M""],
 [""U"", ""T"", ""E"", ""R"", ""I""],
 [""M"", null, ""D"", null, ""T""],
 [""S"", ""E"", ""E"", ""T"", ""H""]
    ]","[
      [false, false, true, true, true],
      [false, null, false, null, true],
      [true, true, false, false, false],
      [true, null, false, null, false],
      [true, true, false, true, false]
    ]"
6/17/2026,Easy,"[
 [""F"", ""L"", ""I"", ""E"", ""D""],
 [""I"", null, ""N"", null, ""O""],
 [""R"", ""O"", ""A"", ""R"", ""S""],
 [""S"", null, ""P"", null, ""E""],
 [""T"", ""O"", ""T"", ""E"", ""S""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, false],
      [false, false, true, true, false],
      [true, null, false, null, true],
      [true, false, false, true, true]
    ]"
6/17/2026,Medium,"[
 [""N"", ""O"", ""H"", ""O"", ""W""],
 [""U"", null, ""Y"", null, ""H""],
 [""L"", ""A"", ""P"", ""S"", ""E""],
 [""L"", null, ""E"", null, ""L""],
 [""S"", ""E"", ""R"", ""U"", ""M""]
    ]","[
      [false, false, false, true, true],
      [false, null, false, null, true],
      [true, false, true, false, true],
      [true, null, true, null, false],
      [true, true, false, false, true]
    ]"
6/17/2026,Hard,"[
 [""B"", ""U"", ""N"", ""C"", ""H""],
 [""A"", null, ""E"", null, ""E""],
 [""C"", ""O"", ""C"", ""O"", ""A""],
 [""O"", null, ""K"", null, ""D""],
 [""N"", ""O"", ""S"", ""E"", ""S""]
    ]","[
      [true, false, true, true, true],
      [false, null, false, null, true],
      [true, false, false, false, true],
      [false, null, false, null, false],
      [false, false, true, true, false]
    ]"
6/18/2026,Easy,"[
 [""B"", ""O"", ""O"", ""Z"", ""Y""],
 [""A"", null, ""X"", null, ""A""],
 [""C"", ""H"", ""E"", ""E"", ""R""],
 [""O"", null, ""Y"", null, ""N""],
 [""N"", ""E"", ""E"", ""D"", ""S""]
    ]","[
      [true, false, true, false, true],
      [false, null, false, null, true],
      [false, true, true, false, true],
      [false, null, false, null, true],
      [true, true, true, true, true]
    ]"
6/18/2026,Medium,"[
 [""B"", ""I"", ""M"", ""B"", ""O""],
 [""I"", null, ""U"", null, ""R""],
 [""E"", ""X"", ""T"", ""O"", ""L""],
 [""R"", null, ""T"", null, ""O""],
 [""S"", ""U"", ""S"", ""A"", ""N""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, true],
      [true, true, true, false, true],
      [false, null, true, null, false],
      [true, false, false, true, true]
    ]"
6/18/2026,Hard,"[
 [""A"", ""L"", ""O"", ""O"", ""F""],
 [""L"", null, ""P"", null, ""L""],
 [""D"", ""I"", ""A"", ""Z"", ""O""],
 [""E"", null, ""L"", null, ""W""],
 [""R"", ""O"", ""S"", ""I"", ""N""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, false],
      [false, false, true, false, false],
      [false, null, true, null, false],
      [true, false, false, false, true]
    ]"
6/19/2026,Easy,"[
 [""D"", ""O"", ""T"", ""E"", ""R""],
 [""E"", null, ""R"", null, ""E""],
 [""V"", ""O"", ""I"", ""L"", ""E""],
 [""I"", null, ""E"", null, ""D""],
 [""L"", ""O"", ""R"", ""D"", ""S""]
    ]","[
      [true, true, false, false, true],
      [false, null, true, null, true],
      [true, false, true, true, false],
      [false, null, false, null, true],
      [true, true, false, false, true]
    ]"
6/19/2026,Medium,"[
 [""Y"", ""A"", ""N"", ""K"", ""S""],
 [""E"", null, ""I"", null, ""W""],
 [""R"", ""O"", ""G"", ""U"", ""E""],
 [""B"", null, ""H"", null, ""A""],
 [""A"", ""C"", ""T"", ""O"", ""R""]
    ]","[
      [true, true, true, false, true],
      [false, null, true, null, false],
      [false, false, true, false, true],
      [false, null, false, null, false],
      [true, true, true, true, true]
    ]"
6/19/2026,Hard,"[
 [""W"", ""I"", ""G"", ""H"", ""T""],
 [""E"", null, ""U"", null, ""I""],
 [""D"", ""R"", ""E"", ""A"", ""M""],
 [""G"", null, ""S"", null, ""E""],
 [""E"", ""A"", ""S"", ""E"", ""D""]
    ]","[
      [true, false, false, true, false],
      [false, null, true, null, true],
      [true, false, false, false, false],
      [false, null, false, null, true],
      [false, true, false, false, true]
    ]"
6/20/2026,Easy,"[
 [""T"", ""R"", ""A"", ""D"", ""E""],
 [""H"", null, ""S"", null, ""E""],
 [""E"", ""N"", ""T"", ""E"", ""R""],
 [""W"", null, ""I"", null, ""I""],
 [""S"", ""P"", ""R"", ""E"", ""E""]
    ]","[
      [true, false, true, true, true],
      [false, null, false, null, false],
      [false, false, true, true, true],
      [true, null, false, null, false],
      [true, false, false, true, true]
    ]"
6/20/2026,Medium,"[
 [""V"", ""I"", ""O"", ""L"", ""S""],
 [""I"", null, ""O"", null, ""E""],
 [""S"", ""I"", ""Z"", ""E"", ""R""],
 [""A"", null, ""E"", null, ""F""],
 [""S"", ""I"", ""D"", ""E"", ""S""]
    ]","[
      [true, true, false, false, false],
      [true, null, false, null, true],
      [false, true, true, false, true],
      [false, null, false, null, false],
      [true, false, false, false, true]
    ]"
6/20/2026,Hard,"[
 [""M"", ""O"", ""D"", ""E"", ""S""],
 [""I"", null, ""E"", null, ""H""],
 [""C"", ""A"", ""C"", ""A"", ""O""],
 [""K"", null, ""O"", null, ""W""],
 [""S"", ""P"", ""R"", ""A"", ""Y""]
    ]","[
      [false, false, true, false, true],
      [false, null, false, null, true],
      [true, false, false, false, true],
      [true, null, false, null, false],
      [false, true, false, true, true]
    ]"
6/21/2026,Easy,"[
 [""S"", ""O"", ""W"", ""E"", ""R""],
 [""P"", null, ""A"", null, ""I""],
 [""A"", ""U"", ""R"", ""I"", ""C""],
 [""R"", null, ""N"", null, ""K""],
 [""S"", ""I"", ""S"", ""S"", ""Y""]
    ]","[
      [true, true, false, true, true],
      [true, null, false, null, true],
      [false, true, true, false, false],
      [false, null, false, null, true],
      [true, false, false, true, true]
    ]"
6/21/2026,Medium,"[
 [""K"", ""A"", ""T"", ""H"", ""Y""],
 [""N"", null, ""I"", null, ""A""],
 [""O"", ""W"", ""N"", ""E"", ""R""],
 [""U"", null, ""E"", null, ""D""],
 [""T"", ""E"", ""S"", ""T"", ""S""]
    ]","[
      [true, true, false, true, true],
      [false, null, false, null, false],
      [false, false, true, false, false],
      [true, null, true, null, false],
      [true, false, false, false, true]
    ]"
6/21/2026,Hard,"[
 [""A"", ""D"", ""U"", ""L"", ""T""],
 [""L"", null, ""L"", null, ""H""],
 [""L"", ""A"", ""N"", ""A"", ""I""],
 [""A"", null, ""A"", null, ""N""],
 [""N"", ""U"", ""R"", ""S"", ""E""]
    ]","[
      [false, false, false, false, false],
      [true, null, true, null, false],
      [false, true, true, true, true],
      [true, null, false, null, true],
      [true, false, true, false, false]
    ]"
6/22/2026,Easy,"[
 [""L"", ""I"", ""F"", ""T"", ""S""],
 [""A"", null, ""L"", null, ""W""],
 [""C"", ""R"", ""A"", ""T"", ""E""],
 [""E"", null, ""T"", null, ""P""],
 [""R"", ""E"", ""S"", ""E"", ""T""]
    ]","[
      [true, false, false, false, true],
      [false, null, false, null, false],
      [true, true, true, true, true],
      [true, null, false, null, true],
      [true, true, true, false, true]
    ]"
6/22/2026,Medium,"[
 [""P"", ""E"", ""W"", ""E"", ""D""],
 [""A"", null, ""O"", null, ""O""],
 [""N"", ""A"", ""M"", ""E"", ""R""],
 [""E"", null, ""A"", null, ""M""],
 [""L"", ""I"", ""N"", ""T"", ""S""]
    ]","[
      [true, true, true, true, true],
      [true, null, false, null, false],
      [true, true, false, false, false],
      [false, null, false, null, false],
      [true, true, true, false, true]
    ]"
6/22/2026,Hard,"[
 [""B"", ""A"", ""N"", ""D"", ""Y""],
 [""L"", null, ""A"", null, ""E""],
 [""O"", ""A"", ""K"", ""U"", ""M""],
 [""T"", null, ""E"", null, ""E""],
 [""S"", ""U"", ""D"", ""A"", ""N""]
    ]","[
      [true, false, false, false, false],
      [true, null, false, null, true],
      [false, false, false, false, true],
      [true, null, true, null, false],
      [true, false, true, false, false]
    ]"
6/23/2026,Easy,"[
 [""G"", ""R"", ""A"", ""Z"", ""E""],
 [""R"", null, ""M"", null, ""R""],
 [""E"", ""L"", ""I"", ""D"", ""E""],
 [""E"", null, ""C"", null, ""C""],
 [""K"", ""N"", ""E"", ""L"", ""T""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, false],
      [true, false, true, false, false],
      [false, null, true, null, false],
      [true, false, true, true, true]
    ]"
6/23/2026,Medium,"[
 [""T"", ""R"", ""I"", ""P"", ""S""],
 [""E"", null, ""O"", null, ""I""],
 [""C"", ""Y"", ""C"", ""A"", ""D""],
 [""U"", null, ""T"", null, ""E""],
 [""M"", ""O"", ""L"", ""A"", ""S""]
    ]","[
      [true, true, true, false, true],
      [true, null, false, null, false],
      [false, false, true, true, false],
      [false, null, false, null, false],
      [true, true, false, false, true]
    ]"
6/23/2026,Hard,"[
 [""S"", ""O"", ""M"", ""A"", ""S""],
 [""L"", null, ""O"", null, ""T""],
 [""A"", ""O"", ""R"", ""T"", ""A""],
 [""G"", null, ""E"", null, ""G""],
 [""S"", ""A"", ""L"", ""T"", ""S""]
    ]","[
      [false, false, false, false, true],
      [true, null, false, null, false],
      [true, true, false, true, false],
      [true, null, false, null, false],
      [false, true, true, false, false]
    ]"
6/24/2026,Easy,"[
 [""D"", ""O"", ""C"", ""K"", ""S""],
 [""I"", null, ""A"", null, ""A""],
 [""G"", ""A"", ""M"", ""I"", ""C""],
 [""I"", null, ""E"", null, ""K""],
 [""T"", ""R"", ""O"", ""T"", ""S""]
    ]","[
      [true, true, true, false, true],
      [false, null, false, null, false],
      [false, false, true, true, true],
      [false, null, true, null, false],
      [true, false, true, true, true]
    ]"
6/24/2026,Medium,"[
 [""R"", ""A"", ""W"", ""E"", ""R""],
 [""A"", null, ""O"", null, ""O""],
 [""S"", ""E"", ""R"", ""V"", ""O""],
 [""P"", null, ""M"", null, ""M""],
 [""Y"", ""E"", ""S"", ""E"", ""S""]
    ]","[
      [true, true, false, false, true],
      [true, null, true, null, false],
      [true, false, true, false, false],
      [false, null, false, null, false],
      [true, true, true, true, true]
    ]"
6/24/2026,Hard,"[
 [""B"", ""R"", ""U"", ""S"", ""H""],
 [""E"", null, ""N"", null, ""U""],
 [""D"", ""A"", ""T"", ""U"", ""M""],
 [""E"", null, ""I"", null, ""P""],
 [""W"", ""E"", ""L"", ""T"", ""S""]
    ]","[
      [true, false, false, false, true],
      [false, null, false, null, false],
      [true, false, false, false, true],
      [true, null, true, null, true],
      [false, false, true, true, false]
    ]"
6/25/2026,Easy,"[
 [""S"", ""P"", ""I"", ""N"", ""Y""],
 [""T"", null, ""L"", null, ""E""],
 [""I"", ""V"", ""I"", ""E"", ""S""],
 [""F"", null, ""U"", null, ""E""],
 [""F"", ""A"", ""M"", ""E"", ""S""]
    ]","[
      [true, true, false, false, true],
      [false, null, true, null, false],
      [false, false, true, true, false],
      [true, null, true, null, false],
      [true, false, false, true, true]
    ]"
6/25/2026,Medium,"[
 [""L"", ""A"", ""V"", ""E"", ""D""],
 [""A"", null, ""I"", null, ""U""],
 [""S"", ""I"", ""G"", ""N"", ""S""],
 [""E"", null, ""I"", null, ""T""],
 [""R"", ""I"", ""L"", ""L"", ""S""]
    ]","[
      [false, true, true, false, true],
      [true, null, true, null, false],
      [false, true, true, true, false],
      [false, null, true, null, false],
      [true, false, false, false, false]
    ]"
6/25/2026,Hard,"[
 [""S"", ""P"", ""O"", ""I"", ""L""],
 [""C"", null, ""A"", null, ""A""],
 [""A"", ""R"", ""S"", ""O"", ""N""],
 [""M"", null, ""E"", null, ""C""],
 [""P"", ""O"", ""S"", ""T"", ""E""]
    ]","[
      [true, true, false, false, true],
      [false, null, true, null, true],
      [true, false, false, false, false],
      [true, null, true, null, false],
      [false, false, true, true, false]
    ]"
6/26/2026,Easy,"[
 [""D"", ""E"", ""I"", ""T"", ""Y""],
 [""I"", null, ""C"", null, ""I""],
 [""E"", ""L"", ""I"", ""T"", ""E""],
 [""T"", null, ""L"", null, ""L""],
 [""S"", ""K"", ""Y"", ""E"", ""D""]
    ]","[
      [true, true, false, true, true],
      [true, null, false, null, false],
      [false, false, true, true, false],
      [false, null, false, null, true],
      [true, true, true, false, true]
    ]"
6/26/2026,Medium,"[
 [""P"", ""O"", ""S"", ""T"", ""S""],
 [""I"", null, ""E"", null, ""C""],
 [""Q"", ""U"", ""I"", ""P"", ""U""],
 [""U"", null, ""N"", null, ""M""],
 [""E"", ""X"", ""E"", ""C"", ""S""]
    ]","[
      [true, false, false, true, false],
      [false, null, true, null, false],
      [true, false, true, false, true],
      [false, null, false, null, false],
      [true, true, true, false, true]
    ]"
6/26/2026,Hard,"[
 [""W"", ""I"", ""L"", ""C"", ""O""],
 [""A"", null, ""A"", null, ""A""],
 [""R"", ""A"", ""R"", ""E"", ""R""],
 [""P"", null, ""G"", null, ""E""],
 [""S"", ""N"", ""O"", ""O"", ""D""]
    ]","[
      [true, true, false, false, true],
      [true, null, true, null, true],
      [false, true, true, false, true],
      [false, null, false, null, false],
      [false, false, true, false, false]
    ]"
6/27/2026,Easy,"[
 [""W"", ""I"", ""D"", ""T"", ""H""],
 [""H"", null, ""A"", null, ""A""],
 [""E"", ""X"", ""C"", ""E"", ""L""],
 [""W"", null, ""H"", null, ""E""],
 [""S"", ""H"", ""A"", ""M"", ""S""]
    ]","[
      [true, true, true, false, true],
      [false, null, true, null, true],
      [false, false, true, false, true],
      [false, null, true, null, false],
      [true, false, true, true, true]
    ]"
6/27/2026,Medium,"[
 [""H"", ""A"", ""N"", ""D"", ""S""],
 [""E"", null, ""E"", null, ""P""],
 [""L"", ""E"", ""P"", ""T"", ""A""],
 [""V"", null, ""A"", null, ""I""],
 [""E"", ""L"", ""L"", ""E"", ""N""]
    ]","[
      [true, false, false, true, false],
      [true, null, false, null, false],
      [true, true, false, false, true],
      [false, null, false, null, false],
      [true, true, true, false, false]
    ]"
6/27/2026,Hard,"[
 [""S"", ""I"", ""X"", ""T"", ""H""],
 [""H"", null, ""H"", null, ""O""],
 [""O"", ""U"", ""T"", ""T"", ""A""],
 [""O"", null, ""M"", null, ""R""],
 [""T"", ""I"", ""L"", ""E"", ""D""]
    ]","[
      [true, false, true, false, true],
      [false, null, false, null, false],
      [false, true, true, false, false],
      [false, null, true, null, true],
      [false, false, true, true, true]
    ]"
6/28/2026,Easy,"[
 [""C"", ""A"", ""N"", ""S"", ""T""],
 [""R"", null, ""O"", null, ""A""],
 [""A"", ""I"", ""O"", ""L"", ""I""],
 [""G"", null, ""K"", null, ""L""],
 [""S"", ""O"", ""Y"", ""A"", ""S""]
    ]","[
      [true, true, true, true, true],
      [true, null, false, null, false],
      [false, false, true, false, true],
      [false, null, true, null, false],
      [true, false, false, true, true]
    ]"
6/28/2026,Medium,"[
 [""F"", ""I"", ""X"", ""E"", ""S""],
 [""O"", null, ""H"", null, ""P""],
 [""U"", ""N"", ""T"", ""I"", ""E""],
 [""R"", null, ""M"", null, ""R""],
 [""S"", ""O"", ""L"", ""U"", ""M""]
    ]","[
      [true, true, true, true, true],
      [false, null, true, null, false],
      [true, false, true, false, false],
      [false, null, false, null, false],
      [true, true, true, false, true]
    ]"
6/28/2026,Hard,"[
 [""F"", ""A"", ""S"", ""T"", ""S""],
 [""O"", null, ""T"", null, ""L""],
 [""U"", ""N"", ""A"", ""R"", ""Y""],
 [""L"", null, ""I"", null, ""E""],
 [""S"", ""H"", ""N"", ""O"", ""R""]
    ]","[
      [true, true, false, false, false],
      [true, null, true, null, true],
      [false, false, true, false, false],
      [false, null, false, null, false],
      [true, false, true, true, true]
    ]"
6/29/2026,Easy,"[
 [""G"", ""L"", ""O"", ""O"", ""M""],
 [""E"", null, ""P"", null, ""E""],
 [""C"", ""R"", ""E"", ""A"", ""M""],
 [""K"", null, ""N"", null, ""O""],
 [""O"", ""A"", ""S"", ""I"", ""S""]
    ]","[
      [true, true, false, true, true],
      [false, null, true, null, true],
      [true, false, true, false, true],
      [false, null, false, null, false],
      [true, true, true, false, true]
    ]"
6/29/2026,Medium,"[
 [""S"", ""T"", ""U"", ""N"", ""T""],
 [""A"", null, ""R"", null, ""E""],
 [""T"", ""A"", ""G"", ""U"", ""A""],
 [""I"", null, ""E"", null, ""K""],
 [""N"", ""O"", ""D"", ""E"", ""S""]
    ]","[
      [true, false, true, false, true],
      [true, null, true, null, false],
      [false, false, true, false, false],
      [false, null, true, null, false],
      [true, false, false, false, true]
    ]"
6/29/2026,Hard,"[
 [""C"", ""O"", ""A"", ""T"", ""S""],
 [""O"", null, ""Z"", null, ""H""],
 [""O"", ""Z"", ""O"", ""N"", ""E""],
 [""E"", null, ""I"", null, ""E""],
 [""D"", ""I"", ""C"", ""E"", ""R""]
    ]","[
      [false, false, true, true, false],
      [true, null, true, null, false],
      [false, false, true, false, true],
      [false, null, false, null, false],
      [true, false, false, true, false]
    ]"
6/30/2026,Easy,"[
 [""P"", ""A"", ""T"", ""S"", ""Y""],
 [""A"", null, ""R"", null, ""U""],
 [""T"", ""W"", ""E"", ""A"", ""K""],
 [""E"", null, ""E"", null, ""O""],
 [""S"", ""U"", ""D"", ""A"", ""N""]
    ]","[
      [true, false, false, false, true],
      [true, null, false, null, false],
      [false, true, true, true, false],
      [false, null, false, null, true],
      [true, false, true, true, true]
    ]"
6/30/2026,Medium,"[
 [""M"", ""Y"", ""N"", ""A"", ""H""],
 [""O"", null, ""O"", null, ""E""],
 [""N"", ""A"", ""B"", ""L"", ""A""],
 [""E"", null, ""L"", null, ""R""],
 [""Y"", ""I"", ""E"", ""L"", ""D""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, false],
      [true, true, true, true, true],
      [false, null, false, null, true],
      [true, false, false, true, false]
    ]"
6/30/2026,Hard,"[
 [""A"", ""U"", ""T"", ""O"", ""S""],
 [""L"", null, ""H"", null, ""O""],
 [""D"", ""R"", ""E"", ""A"", ""D""],
 [""E"", null, ""F"", null, ""A""],
 [""R"", ""A"", ""T"", ""E"", ""S""]
    ]","[
      [true, true, true, false, false],
      [false, null, false, null, true],
      [false, true, true, false, false],
      [true, null, false, null, false],
      [true, true, false, false, true]
    ]"
7/1/2026,Easy,"[
 [""S"", ""H"", ""E"", ""A"", ""R""],
 [""P"", null, ""N"", null, ""H""],
 [""U"", ""N"", ""D"", ""U"", ""E""],
 [""E"", null, ""U"", null, ""U""],
 [""D"", ""R"", ""E"", ""A"", ""M""]
    ]","[
      [true, false, true, false, true],
      [true, null, true, null, false],
      [true, false, true, false, false],
      [true, null, true, null, false],
      [true, true, false, false, true]
    ]"
7/1/2026,Medium,"[
 [""S"", ""T"", ""I"", ""C"", ""K""],
 [""P"", null, ""D"", null, ""I""],
 [""O"", ""G"", ""L"", ""E"", ""D""],
 [""O"", null, ""E"", null, ""D""],
 [""N"", ""A"", ""R"", ""C"", ""O""]
    ]","[
      [true, false, true, false, true],
      [true, null, false, null, false],
      [false, false, true, true, true],
      [false, null, false, null, true],
      [true, true, true, false, true]
    ]"
