puzzleDate,difficulty,solutionGrid,staticCells,words,definitions
7/5/2026,Medium,"[
 [""T"", ""A"", ""C"", ""I"", ""T""],
 [""E"", null, ""R"", null, ""R""],
 [""M"", ""O"", ""U"", ""S"", ""Y""],
 [""P"", null, ""E"", null, ""S""],
 [""O"", ""W"", ""L"", ""E"", ""T""]
    ]","[
      [true, false, true, false, true],
      [true, null, true, null, false],
      [false, true, true, false, false],
      [true, null, false, null, true],
      [true, false, false, true, true]
    ]","[""TACIT"",""MOUSY"",""OWLET"",""TEMPO"",""CRUEL"",""TRYST""]","[{""word"":""TACIT"",""pos"":""adjective"",""def"":""Expressed in silence; implied, but not made explicit; silent.""},{""word"":""MOUSY"",""pos"":""noun"",""def"":""A mouse.""},{""word"":""OWLET"",""pos"":""noun"",""def"":""Any of various birds of prey of the order Strigiformes that are primarily nocturnal and have forward-looking, binocular vision, limited eye movement, and good hearing.""},{""word"":""TEMPO"",""pos"":""noun"",""def"":""A frequency or rate.""},{""word"":""CRUEL"",""pos"":""verb"",""def"":""To spoil or ruin (one's chance of success)""},{""word"":""TRYST"",""pos"":""noun"",""def"":""A prearranged meeting or assignation, now especially between lovers to meet at a specific place and time.""}]"
7/5/2026,Hard,"[
 [""R"", ""O"", ""O"", ""M"", ""Y""],
 [""O"", null, ""V"", null, ""E""],
 [""O"", ""M"", ""A"", ""S"", ""A""],
 [""S"", null, ""T"", null, ""S""],
 [""T"", ""H"", ""E"", ""F"", ""T""]
    ]","[
      [false, false, true, true, false],
      [false, null, true, null, true],
      [true, false, false, false, false],
      [false, null, false, null, true],
      [true, true, true, true, false]
    ]","[""ROOMY"",""OMASA"",""THEFT"",""ROOST"",""OVATE"",""YEAST""]","[{""word"":""ROOMY"",""pos"":""noun"",""def"":""A roommate.""},{""word"":""OMASA"",""pos"":""noun"",""def"":""The third part of the stomach of a ruminant.""},{""word"":""THEFT"",""pos"":""noun"",""def"":""The act of stealing property.""},{""word"":""ROOST"",""pos"":""noun"",""def"":""The place where a bird sleeps (usually its nest or a branch).""},{""word"":""OVATE"",""pos"":""adjective"",""def"":""Shaped like an egg.""},{""word"":""YEAST"",""pos"":""noun"",""def"":""An often humid, yellowish froth produced by fermenting malt worts, and used to brew beer, leaven bread, and also used in certain medicines.""}]"
7/6/2026,Easy,"[
 [""P"", ""L"", ""U"", ""M"", ""E""],
 [""R"", null, ""R"", null, ""X""],
 [""I"", ""D"", ""I"", ""O"", ""T""],
 [""M"", null, ""N"", null, ""R""],
 [""O"", ""M"", ""E"", ""G"", ""A""]
    ]","[
      [true, false, true, true, true],
      [false, null, false, null, true],
      [true, false, true, true, true],
      [true, null, true, null, false],
      [true, false, true, false, true]
    ]","[""PLUME"",""IDIOT"",""OMEGA"",""PRIMO"",""URINE"",""EXTRA""]","[{""word"":""PLUME"",""pos"":""noun"",""def"":""A feather of a bird, especially a large or showy one used as a decoration.""},{""word"":""IDIOT"",""pos"":""noun"",""def"":""A person of low general intelligence.""},{""word"":""OMEGA"",""pos"":""noun"",""def"":""The twenty-fourth letter of the Classical and the Modern Greek alphabet, and the twenty-eighth letter of the Old and the Ancient Greek alphabet, i.e. the last letter of every Greek alphabet. Uppercase version: Ω; lowercase: ω.""},{""word"":""PRIMO"",""pos"":""noun"",""def"":""The principal part of a duet.""},{""word"":""URINE"",""pos"":""noun"",""def"":""Liquid waste consisting of water, salts and urea, which is made in the kidneys, stored in the bladder, then released through the urethra.""},{""word"":""EXTRA"",""pos"":""noun"",""def"":""Something additional, such as an item above and beyond the ordinary school curriculum, or added to the usual charge on a bill.""}]"
7/6/2026,Medium,"[
 [""Z"", ""E"", ""B"", ""R"", ""A""],
 [""O"", null, ""O"", null, ""B""],
 [""N"", ""A"", ""N"", ""N"", ""Y""],
 [""A"", null, ""U"", null, ""S""],
 [""L"", ""I"", ""S"", ""P"", ""S""]
    ]","[
      [true, true, true, true, true],
      [true, null, false, null, false],
      [false, false, true, false, true],
      [false, null, true, null, true],
      [true, false, false, false, true]
    ]","[""ZEBRA"",""NANNY"",""LISPS"",""ZONAL"",""BONUS"",""ABYSS""]","[{""word"":""ZEBRA"",""pos"":""noun"",""def"":""Any of three species of genus Equus: E. grevyi, E. quagga, or E. zebra, all with black and white stripes and native to Africa.""},{""word"":""NANNY"",""pos"":""noun"",""def"":""A child's nurse.""},{""word"":""LISPS"",""pos"":""noun"",""def"":""The habit or an act of lisping.""},{""word"":""ZONAL"",""pos"":""adjective"",""def"":""Divided into zones.""},{""word"":""BONUS"",""pos"":""noun"",""def"":""Something extra that is good; an added benefit.""},{""word"":""ABYSS"",""pos"":""noun"",""def"":""Hell; the bottomless pit; primeval chaos; a confined subterranean ocean.""}]"
7/6/2026,Hard,"[
 [""C"", ""I"", ""G"", ""A"", ""R""],
 [""H"", null, ""R"", null, ""A""],
 [""A"", ""W"", ""A"", ""R"", ""D""],
 [""R"", null, ""F"", null, ""I""],
 [""T"", ""U"", ""T"", ""T"", ""I""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, true],
      [false, false, false, true, false],
      [true, null, false, null, false],
      [false, true, true, false, true]
    ]","[""CIGAR"",""AWARD"",""TUTTI"",""CHART"",""GRAFT"",""RADII""]","[{""word"":""CIGAR"",""pos"":""noun"",""def"":""Tobacco rolled and wrapped with an outer covering of tobacco leaves, intended to be smoked.""},{""word"":""AWARD"",""pos"":""noun"",""def"":""A judgment, sentence, or final decision. Specifically: The decision of arbitrators in a case submitted.""},{""word"":""TUTTI"",""pos"":""noun"",""def"":""A passage in which all members of an orchestra are playing""},{""word"":""CHART"",""pos"":""noun"",""def"":""A map.""},{""word"":""GRAFT"",""pos"":""noun"",""def"":""A small shoot or scion of a tree inserted in another tree, the stock of which is to support and nourish it. The two unite and become one tree, but the graft determines the kind of fruit.""},{""word"":""RADII"",""pos"":""noun"",""def"":""The long bone in the forearm, on the side of the thumb.""}]"
7/7/2026,Easy,"[
 [""B"", ""E"", ""G"", ""A"", ""N""],
 [""E"", null, ""E"", null, ""O""],
 [""R"", ""O"", ""N"", ""D"", ""O""],
 [""E"", null, ""R"", null, ""S""],
 [""T"", ""H"", ""E"", ""S"", ""E""]
    ]","[
      [true, false, false, false, true],
      [true, null, true, null, false],
      [true, false, true, false, true],
      [false, null, false, null, false],
      [true, true, true, false, true]
    ]","[""BEGAN"",""RONDO"",""THESE"",""BERET"",""GENRE"",""NOOSE""]","[{""word"":""BEGAN"",""pos"":""verb"",""def"":""To start, to initiate or take the first step into something.""},{""word"":""RONDO"",""pos"":""noun"",""def"":""A musical composition, commonly of a lively, cheerful character, in which the first strain recurs after each of the other strains.""},{""word"":""THESE"",""pos"":""pronoun"",""def"":""The thing, item, etc. being indicated.""},{""word"":""BERET"",""pos"":""noun"",""def"":""A type of round, brimless cap with a soft top and a headband to secure it to the head; usually culturally associated with France.""},{""word"":""GENRE"",""pos"":""noun"",""def"":""A kind; a stylistic category or sort, especially of literature or other artworks.""},{""word"":""NOOSE"",""pos"":""noun"",""def"":""An adjustable loop of rope, such as the one placed around the neck in hangings, or the one at the end of a lasso.""}]"
7/7/2026,Medium,"[
 [""S"", ""H"", ""R"", ""U"", ""G""],
 [""W"", null, ""O"", null, ""U""],
 [""O"", ""C"", ""U"", ""L"", ""I""],
 [""R"", null, ""S"", null, ""D""],
 [""N"", ""I"", ""E"", ""C"", ""E""]
    ]","[
      [true, false, true, true, true],
      [true, null, false, null, false],
      [false, true, false, true, true],
      [true, null, false, null, false],
      [true, false, false, false, true]
    ]","[""SHRUG"",""OCULI"",""NIECE"",""SWORN"",""ROUSE"",""GUIDE""]","[{""word"":""SHRUG"",""pos"":""noun"",""def"":""A lifting of the shoulders to signal indifference or a casual lack of knowledge.""},{""word"":""OCULI"",""pos"":""noun"",""def"":""A window or other opening that has an oval or circular shape (as of an eye).""},{""word"":""NIECE"",""pos"":""noun"",""def"":""A daughter of one’s sibling, brother-in-law, or sister-in-law; either the daughter of one's brother (\""fraternal niece\""), or of one's sister (\""sororal niece\"").""},{""word"":""SWORN"",""pos"":""verb"",""def"":""To take an oath, to promise.""},{""word"":""ROUSE"",""pos"":""noun"",""def"":""An arousal.""},{""word"":""GUIDE"",""pos"":""noun"",""def"":""Someone who guides, especially someone hired to show people around a place or an institution and offer information and explanation.""}]"
7/7/2026,Hard,"[
 [""S"", ""P"", ""A"", ""R"", ""E""],
 [""E"", null, ""P"", null, ""C""],
 [""T"", ""O"", ""N"", ""A"", ""L""],
 [""U"", null, ""E"", null, ""A""],
 [""P"", ""L"", ""A"", ""I"", ""T""]
    ]","[
      [true, false, false, false, false],
      [false, null, true, null, false],
      [true, false, true, false, false],
      [true, null, true, null, true],
      [false, true, false, true, false]
    ]","[""SPARE"",""TONAL"",""PLAIT"",""SETUP"",""APNEA"",""ECLAT""]","[{""word"":""SPARE"",""pos"":""noun"",""def"":""The act of sparing; moderation; restraint.""},{""word"":""TONAL"",""pos"":""adjective"",""def"":""Of or relating to tones or tonality.""},{""word"":""PLAIT"",""pos"":""noun"",""def"":""A flat fold; a doubling, as of cloth; a pleat.""},{""word"":""SETUP"",""pos"":""noun"",""def"":""Equipment designed for a particular purpose; an apparatus.""},{""word"":""APNEA"",""pos"":""noun"",""def"":""The cessation of breathing.""},{""word"":""ECLAT"",""pos"":""noun"",""def"":""A brilliant or successful effect; brilliance of success or effort; splendor; brilliant show; striking effect; glory; renown.""}]"
7/8/2026,Easy,"[
 [""S"", ""A"", ""U"", ""T"", ""E""],
 [""P"", null, ""N"", null, ""P""],
 [""O"", ""U"", ""T"", ""G"", ""O""],
 [""U"", null, ""I"", null, ""X""],
 [""T"", ""E"", ""E"", ""N"", ""Y""]
    ]","[
      [true, true, false, false, true],
      [false, null, true, null, false],
      [false, false, true, true, true],
      [true, null, true, null, true],
      [true, true, true, false, true]
    ]","[""SAUTE"",""OUTGO"",""TEENY"",""SPOUT"",""UNTIE"",""EPOXY""]","[{""word"":""SAUTE"",""pos"":""verb"",""def"":""To cook (food) using a small amount of fat in an open pan over a relatively high heat, allowing the food to brown and form a crust stopping it from sticking to the pan as it cooks.""},{""word"":""OUTGO"",""pos"":""noun"",""def"":""The act or process of going out.""},{""word"":""TEENY"",""pos"":""adjective"",""def"":""Very small; tiny.""},{""word"":""SPOUT"",""pos"":""noun"",""def"":""A tube or lip through which liquid or steam is poured or discharged.""},{""word"":""UNTIE"",""pos"":""verb"",""def"":""To loosen, as something interlaced or knotted; to disengage the parts of.""},{""word"":""EPOXY"",""pos"":""noun"",""def"":""A thermosetting polyepoxide resin used chiefly in strong adhesives, coatings and laminates; epoxy resin.""}]"
7/8/2026,Medium,"[
 [""L"", ""I"", ""V"", ""I"", ""D""],
 [""L"", null, ""I"", null, ""O""],
 [""A"", ""R"", ""S"", ""O"", ""N""],
 [""M"", null, ""O"", null, ""U""],
 [""A"", ""F"", ""R"", ""I"", ""T""]
    ]","[
      [true, true, true, false, true],
      [false, null, false, null, false],
      [true, false, true, true, false],
      [false, null, true, null, true],
      [true, true, false, false, true]
    ]","[""LIVID"",""ARSON"",""AFRIT"",""LLAMA"",""VISOR"",""DONUT""]","[{""word"":""LIVID"",""pos"":""adjective"",""def"":""Having a dark, bluish appearance.""},{""word"":""ARSON"",""pos"":""noun"",""def"":""The crime of deliberately starting a fire with intent to cause damage.""},{""word"":""AFRIT"",""pos"":""noun"",""def"":""(Islamic mythology) a kind of djinn mentioned in the Qur'an.""},{""word"":""LLAMA"",""pos"":""noun"",""def"":""A South American mammal of the camel family, Lama glama, used as a domestic beast of burden and a source of wool and meat.""},{""word"":""VISOR"",""pos"":""noun"",""def"":""A part of a helmet, arranged so as to lift or open, and so show the face. The openings for seeing and breathing are generally in it.""},{""word"":""DONUT"",""pos"":""noun"",""def"":""A deep-fried piece of dough or batter, commonly made in a toroidal or ellipsoidal shape, and mixed with various sweeteners and flavors, sometimes filled with jelly, custard or cream.""}]"
7/8/2026,Hard,"[
 [""C"", ""L"", ""O"", ""V"", ""E""],
 [""L"", null, ""R"", null, ""N""],
 [""E"", ""N"", ""D"", ""E"", ""D""],
 [""F"", null, ""E"", null, ""O""],
 [""T"", ""H"", ""R"", ""O"", ""W""]
    ]","[
      [false, true, true, false, true],
      [true, null, false, null, false],
      [true, false, false, true, false],
      [true, null, false, null, false],
      [false, false, true, true, true]
    ]","[""CLOVE"",""ENDED"",""THROW"",""CLEFT"",""ORDER"",""ENDOW""]","[{""word"":""CLOVE"",""pos"":""noun"",""def"":""A very pungent aromatic spice, the unexpanded flower bud of the clove tree.""},{""word"":""ENDED"",""pos"":""verb"",""def"":""To come to an end""},{""word"":""THROW"",""pos"":""verb"",""def"":""To change place.""},{""word"":""CLEFT"",""pos"":""noun"",""def"":""An opening, fissure, or V-shaped indentation made by or as if by splitting.""},{""word"":""ORDER"",""pos"":""noun"",""def"":""Arrangement, disposition, or sequence.""},{""word"":""ENDOW"",""pos"":""verb"",""def"":""To provide with a dower or a dowry.""}]"
7/9/2026,Easy,"[
 [""C"", ""A"", ""V"", ""I"", ""L""],
 [""O"", null, ""O"", null, ""O""],
 [""R"", ""H"", ""I"", ""N"", ""O""],
 [""A"", null, ""L"", null, ""P""],
 [""L"", ""O"", ""A"", ""M"", ""Y""]
    ]","[
      [true, false, true, false, true],
      [true, null, false, null, false],
      [true, false, true, false, false],
      [false, null, true, null, true],
      [true, false, false, true, true]
    ]","[""CAVIL"",""RHINO"",""LOAMY"",""CORAL"",""VOILA"",""LOOPY""]","[{""word"":""CAVIL"",""pos"":""noun"",""def"":""A petty or trivial objection or criticism.""},{""word"":""RHINO"",""pos"":""noun"",""def"":""A rhinoceros.""},{""word"":""LOAMY"",""pos"":""adjective"",""def"":""Consisting of loam; partaking of the nature of loam; resembling loam.""},{""word"":""CORAL"",""pos"":""noun"",""def"":""A hard substance made of the limestone skeletons of marine polyps.""},{""word"":""VOILA"",""pos"":""interjection"",""def"":""Lo, there it is; see here; ta-da; presto; behold!""},{""word"":""LOOPY"",""pos"":""adjective"",""def"":""Having loops.""}]"
7/9/2026,Medium,"[
 [""A"", ""D"", ""A"", ""G"", ""E""],
 [""T"", null, ""F"", null, ""X""],
 [""O"", ""P"", ""T"", ""I"", ""C""],
 [""N"", null, ""E"", null, ""E""],
 [""E"", ""N"", ""R"", ""O"", ""L""]
    ]","[
      [true, true, false, false, true],
      [false, null, true, null, false],
      [true, false, true, false, false],
      [true, null, false, null, true],
      [true, false, false, true, true]
    ]","[""ADAGE"",""OPTIC"",""ENROL"",""ATONE"",""AFTER"",""EXCEL""]","[{""word"":""ADAGE"",""pos"":""noun"",""def"":""An old saying which has obtained credit by long use""},{""word"":""OPTIC"",""pos"":""noun"",""def"":""An eye.""},{""word"":""ENROL"",""pos"":""verb"",""def"":""To enter (a name, etc.) in a register, roll or list""},{""word"":""ATONE"",""pos"":""verb"",""def"":""To make reparation, compensation, amends or satisfaction for an offence, crime, mistake or deficiency.""},{""word"":""AFTER"",""pos"":""adjective"",""def"":""Later; second (of two); next, following, subsequent""},{""word"":""EXCEL"",""pos"":""verb"",""def"":""To surpass someone or something; to be better or do better than someone or something.""}]"
