puzzleDate,difficulty,solutionGrid,staticCells,words,definitions
8/26/2026,Medium,"[
 [""A"", ""B"", ""O"", ""V"", ""E""],
 [""W"", null, ""L"", null, ""A""],
 [""A"", ""U"", ""D"", ""I"", ""T""],
 [""I"", null, ""E"", null, ""E""],
 [""T"", ""E"", ""N"", ""O"", ""N""]
    ]","[
      [true, true, false, false, true],
      [true, null, true, null, false],
      [true, true, true, true, false],
      [false, null, false, null, true],
      [false, true, false, false, true]
    ]","[""ABOVE"",""AUDIT"",""TENON"",""AWAIT"",""OLDEN"",""EATEN""]","[{""word"":""ABOVE"",""pos"":""noun"",""def"":""Heaven.""},{""word"":""AUDIT"",""pos"":""noun"",""def"":""A judicial examination.""},{""word"":""TENON"",""pos"":""noun"",""def"":""A projecting member left by cutting away the wood around it, and made to insert into a mortise, and in this way secure together the parts of a frame.""},{""word"":""AWAIT"",""pos"":""noun"",""def"":""A waiting for; ambush.""},{""word"":""OLDEN"",""pos"":""adjective"",""def"":""From or relating to a previous era.""},{""word"":""EATEN"",""pos"":""verb"",""def"":""To ingest; to be ingested.""}]"
8/26/2026,Hard,"[
 [""C"", ""Y"", ""N"", ""I"", ""C""],
 [""E"", null, ""E"", null, ""R""],
 [""D"", ""I"", ""R"", ""G"", ""E""],
 [""A"", null, ""D"", null, ""E""],
 [""R"", ""A"", ""Y"", ""E"", ""D""]
    ]","[
      [false, false, true, false, true],
      [false, null, true, null, false],
      [true, true, true, true, false],
      [false, null, true, null, false],
      [false, false, true, false, false]
    ]","[""CYNIC"",""DIRGE"",""RAYED"",""CEDAR"",""NERDY"",""CREED""]","[{""word"":""CYNIC"",""pos"":""noun"",""def"":""A person who believes that all people are motivated by selfishness.""},{""word"":""DIRGE"",""pos"":""noun"",""def"":""A mournful poem or piece of music composed or performed as a memorial to a dead person.""},{""word"":""RAYED"",""pos"":""verb"",""def"":""To emit something as if in rays.""},{""word"":""CEDAR"",""pos"":""noun"",""def"":""A coniferous tree of the genus Cedrus in the family Pinaceae.""},{""word"":""NERDY"",""pos"":""adjective"",""def"":""(of a person) Being or like a nerd.""},{""word"":""CREED"",""pos"":""noun"",""def"":""That which is believed; accepted doctrine, especially religious doctrine; a particular set of beliefs; any summary of principles or opinions professed or adhered to.""}]"
8/27/2026,Easy,"[
 [""W"", ""I"", ""T"", ""T"", ""Y""],
 [""R"", null, ""R"", null, ""A""],
 [""I"", ""L"", ""I"", ""A"", ""C""],
 [""S"", null, ""P"", null, ""H""],
 [""T"", ""R"", ""E"", ""A"", ""T""]
    ]","[
      [true, true, false, true, true],
      [true, null, false, null, false],
      [true, true, true, true, true],
      [false, null, false, null, false],
      [true, true, false, true, true]
    ]","[""WITTY"",""ILIAC"",""TREAT"",""WRIST"",""TRIPE"",""YACHT""]","[{""word"":""WITTY"",""pos"":""adjective"",""def"":""Wise, having good judgement.""},{""word"":""ILIAC"",""pos"":""adjective"",""def"":""Of or pertaining to the ilium.""},{""word"":""TREAT"",""pos"":""noun"",""def"":""An entertainment, outing, food, drink, or other indulgence provided by someone for the enjoyment of others.""},{""word"":""WRIST"",""pos"":""noun"",""def"":""The complex joint between forearm bones, carpus, and metacarpals where the hand is attached to the arm; the carpus in a narrow sense.""},{""word"":""TRIPE"",""pos"":""noun"",""def"":""The lining of the large stomach of ruminating animals, when prepared for food.""},{""word"":""YACHT"",""pos"":""noun"",""def"":""A slick and light ship for making pleasure trips or racing on water, having sails but often motor-powered. At times used as a residence offshore on a dock.""}]"
8/27/2026,Medium,"[
 [""R"", ""I"", ""V"", ""E"", ""T""],
 [""A"", null, ""A"", null, ""U""],
 [""C"", ""R"", ""U"", ""E"", ""L""],
 [""E"", null, ""N"", null, ""L""],
 [""R"", ""A"", ""T"", ""H"", ""E""]
    ]","[
      [true, false, true, false, true],
      [true, null, false, null, false],
      [true, true, true, false, true],
      [false, null, false, null, true],
      [true, true, false, false, true]
    ]","[""RIVET"",""CRUEL"",""RATHE"",""RACER"",""VAUNT"",""TULLE""]","[{""word"":""RIVET"",""pos"":""noun"",""def"":""A cylindrical mechanical fastener that attaches multiple parts together by fitting through a hole and deforming the head(s) at either end.""},{""word"":""CRUEL"",""pos"":""verb"",""def"":""To spoil or ruin (one's chance of success)""},{""word"":""RATHE"",""pos"":""adjective"",""def"":""Ripening or blooming early.""},{""word"":""RACER"",""pos"":""noun"",""def"":""Someone who takes part in a race.""},{""word"":""VAUNT"",""pos"":""noun"",""def"":""A boast; an instance of vaunting.""},{""word"":""TULLE"",""pos"":""noun"",""def"":""A kind of silk lace or light netting, used for clothing, veils, etc.""}]"
8/27/2026,Hard,"[
 [""E"", ""X"", ""C"", ""E"", ""L""],
 [""R"", null, ""O"", null, ""U""],
 [""E"", ""M"", ""B"", ""E"", ""R""],
 [""C"", null, ""R"", null, ""C""],
 [""T"", ""R"", ""A"", ""S"", ""H""]
    ]","[
      [false, false, true, false, true],
      [true, null, true, null, false],
      [false, true, false, false, true],
      [true, null, true, null, false],
      [false, false, false, false, true]
    ]","[""EXCEL"",""EMBER"",""TRASH"",""ERECT"",""COBRA"",""LURCH""]","[{""word"":""EXCEL"",""pos"":""verb"",""def"":""To surpass someone or something; to be better or do better than someone or something.""},{""word"":""EMBER"",""pos"":""noun"",""def"":""A glowing piece of coal or wood.""},{""word"":""TRASH"",""pos"":""noun"",""def"":""Useless things to be discarded; rubbish; refuse.""},{""word"":""ERECT"",""pos"":""adjective"",""def"":""Upright; vertical or reaching broadly upwards.""},{""word"":""COBRA"",""pos"":""noun"",""def"":""Any of various venomous snakes of the family Elapidae.""},{""word"":""LURCH"",""pos"":""noun"",""def"":""A sudden or unsteady movement.""}]"
8/28/2026,Easy,"[
 [""S"", ""L"", ""A"", ""I"", ""N""],
 [""L"", null, ""B"", null, ""O""],
 [""O"", ""G"", ""H"", ""A"", ""M""],
 [""T"", null, ""O"", null, ""A""],
 [""H"", ""A"", ""R"", ""E"", ""D""]
    ]","[
      [true, true, false, false, true],
      [true, null, false, null, true],
      [false, true, true, false, false],
      [true, null, false, null, false],
      [true, false, true, false, true]
    ]","[""SLAIN"",""OGHAM"",""HARED"",""SLOTH"",""ABHOR"",""NOMAD""]","[{""word"":""SLAIN"",""pos"":""noun"",""def"":""(with \""the\"") Those who have been killed.""},{""word"":""OGHAM"",""pos"":""noun"",""def"":""A single character in this alphabet.""},{""word"":""HARED"",""pos"":""verb"",""def"":""To move swiftly.""},{""word"":""SLOTH"",""pos"":""noun"",""def"":""Laziness; slowness in the mindset; disinclination to action or labour.""},{""word"":""ABHOR"",""pos"":""verb"",""def"":""To regard with horror or detestation; to shrink back with shuddering from; to feel excessive repugnance toward; to detest to extremity; to loathe.""},{""word"":""NOMAD"",""pos"":""noun"",""def"":""A member of a society or class who herd animals from pasture to pasture with no fixed home.""}]"
8/28/2026,Medium,"[
 [""M"", ""I"", ""S"", ""S"", ""Y""],
 [""U"", null, ""L"", null, ""O""],
 [""S"", ""T"", ""I"", ""N"", ""G""],
 [""H"", null, ""C"", null, ""H""],
 [""Y"", ""O"", ""K"", ""E"", ""S""]
    ]","[
      [true, false, true, true, true],
      [false, null, true, null, false],
      [true, false, true, true, false],
      [false, null, true, null, false],
      [true, false, false, false, true]
    ]","[""MISSY"",""STING"",""YOKES"",""MUSHY"",""SLICK"",""YOGHS""]","[{""word"":""MISSY"",""pos"":""noun"",""def"":""A young female, or miss; as a term of mild disparagement, typically used jokingly or rebukingly.""},{""word"":""STING"",""pos"":""noun"",""def"":""A bump left on the skin after having been stung.""},{""word"":""YOKES"",""pos"":""noun"",""def"":""Frame around the neck, and related senses.""},{""word"":""MUSHY"",""pos"":""adjective"",""def"":""Resembling or having the consistency of mush; semiliquid, pasty, or granular.""},{""word"":""SLICK"",""pos"":""noun"",""def"":""A covering of liquid, particularly oil.""},{""word"":""YOGHS"",""pos"":""noun"",""def"":""A letter of the Middle English alphabet (capital Ȝ, small ȝ), in form derived from the Old English shape of the letter g, and used to represent various palatal and velar sounds.""}]"
8/28/2026,Hard,"[
 [""S"", ""A"", ""U"", ""N"", ""A""],
 [""L"", null, ""S"", null, ""G""],
 [""A"", ""G"", ""A"", ""P"", ""E""],
 [""N"", null, ""G"", null, ""N""],
 [""T"", ""W"", ""E"", ""E"", ""T""]
    ]","[
      [false, true, true, false, true],
      [true, null, false, null, false],
      [false, true, false, true, false],
      [true, null, true, null, false],
      [false, false, true, false, true]
    ]","[""SAUNA"",""AGAPE"",""TWEET"",""SLANT"",""USAGE"",""AGENT""]","[{""word"":""SAUNA"",""pos"":""noun"",""def"":""A room or a house designed for heat sessions.""},{""word"":""AGAPE"",""pos"":""adjective"",""def"":""In a state of astonishment, wonder, expectation, or eager attention; as with mouth hanging open.""},{""word"":""TWEET"",""pos"":""noun"",""def"":""The sound of a bird; any short high-pitched sound or whistle.""},{""word"":""SLANT"",""pos"":""noun"",""def"":""A slope; an incline, inclination.""},{""word"":""USAGE"",""pos"":""noun"",""def"":""The manner or the amount of using; use.""},{""word"":""AGENT"",""pos"":""noun"",""def"":""One who exerts power, or has the power to act""}]"
8/29/2026,Easy,"[
 [""F"", ""R"", ""O"", ""W"", ""N""],
 [""I"", null, ""P"", null, ""E""],
 [""N"", ""O"", ""I"", ""S"", ""E""],
 [""E"", null, ""N"", null, ""D""],
 [""R"", ""E"", ""E"", ""D"", ""Y""]
    ]","[
      [true, false, true, false, true],
      [true, null, false, null, true],
      [true, false, true, true, true],
      [false, null, true, null, false],
      [true, true, true, false, true]
    ]","[""FROWN"",""NOISE"",""REEDY"",""FINER"",""OPINE"",""NEEDY""]","[{""word"":""FROWN"",""pos"":""noun"",""def"":""A facial expression in which the eyebrows are brought together, and the forehead is wrinkled, usually indicating displeasure, sadness or worry, or less often confusion or concentration.""},{""word"":""NOISE"",""pos"":""noun"",""def"":""Various sounds, usually unwanted or unpleasant.""},{""word"":""REEDY"",""pos"":""adjective"",""def"":""Full of, or edged with, reeds.""},{""word"":""FINER"",""pos"":""adjective"",""def"":""Senses referring to subjective quality.""},{""word"":""OPINE"",""pos"":""verb"",""def"":""To have or express an opinion; to state as an opinion; to suppose, consider (that).""},{""word"":""NEEDY"",""pos"":""adjective"",""def"":""In need; poor.""}]"
8/29/2026,Medium,"[
 [""V"", ""A"", ""L"", ""I"", ""D""],
 [""I"", null, ""I"", null, ""U""],
 [""D"", ""U"", ""N"", ""A"", ""M""],
 [""E"", null, ""G"", null, ""P""],
 [""O"", ""L"", ""O"", ""G"", ""Y""]
    ]","[
      [true, false, false, false, true],
      [false, null, false, null, true],
      [true, false, false, true, false],
      [true, null, false, null, true],
      [true, true, true, false, true]
    ]","[""VALID"",""DUNAM"",""OLOGY"",""VIDEO"",""LINGO"",""DUMPY""]","[{""word"":""VALID"",""pos"":""adjective"",""def"":""Well grounded or justifiable, pertinent.""},{""word"":""DUNAM"",""pos"":""noun"",""def"":""An Ottoman Turkish unit of surface area nominally equal to 1,600 square (Turkish) paces but actually varied at a provincial and local level according to land quality to accommodate its colloquial sense of the amount of land able to be plowed in a day, roughly equivalent to the Byzantine stremma or English acre.""},{""word"":""OLOGY"",""pos"":""noun"",""def"":""Any branch of learning, especially one ending in “-logy”.""},{""word"":""VIDEO"",""pos"":""noun"",""def"":""Television, television show, movie.""},{""word"":""LINGO"",""pos"":""noun"",""def"":""Language, especially language peculiar to a particular group, field, or region; jargon or a dialect.""},{""word"":""DUMPY"",""pos"":""noun"",""def"":""A short, stout person or animal, especially one of a breed of very short-legged chickens.""}]"
8/29/2026,Hard,"[
 [""S"", ""L"", ""O"", ""O"", ""P""],
 [""T"", null, ""U"", null, ""O""],
 [""E"", ""S"", ""T"", ""O"", ""P""],
 [""A"", null, ""E"", null, ""P""],
 [""M"", ""A"", ""R"", ""R"", ""Y""]
    ]","[
      [false, false, true, false, false],
      [true, null, false, null, true],
      [false, true, true, false, false],
      [true, null, true, null, false],
      [false, false, true, true, true]
    ]","[""SLOOP"",""ESTOP"",""MARRY"",""STEAM"",""OUTER"",""POPPY""]","[{""word"":""SLOOP"",""pos"":""noun"",""def"":""A single-masted sailboat with only one headsail.""},{""word"":""ESTOP"",""pos"":""verb"",""def"":""To impede or bar by estoppel.""},{""word"":""MARRY"",""pos"":""verb"",""def"":""To enter into the conjugal or connubial state; to take a husband or a wife.""},{""word"":""STEAM"",""pos"":""noun"",""def"":""The vapor formed when water changes from liquid phase to gas phase.""},{""word"":""OUTER"",""pos"":""noun"",""def"":""An outer part.""},{""word"":""POPPY"",""pos"":""noun"",""def"":""Any plant of the genus Papaver or the family Papaveraceae, with crumpled, often red, petals and a milky juice having narcotic properties; especially the common poppy or corn poppy (Papaver rhoeas) which has orange-red flowers; the flower of such a plant.""}]"
